Time [s],Channel 2
153.110837120,0
153.611557120,1
153.615489760,0
154.116199200,1
154.120157760,0
154.620872480,1
154.624901920,0
155.125608160,1
155.129685760,0
155.630393280,1
155.634385760,0
156.135152640,1
156.143026240,0
156.643378080,1
156.646342080,0
157.146666240,1
157.149832160,0
157.650278560,1
157.653136480,0
158.153476320,1
158.156472320,0
158.656819360,1
158.659758720,0
159.160087200,1
159.163226080,0
159.663569440,1
159.666564960,0
160.166870080,1
160.169845600,0
160.670171680,1
160.673100480,0
161.173452640,1
161.180331840,0
161.681098400,1
161.685124640,0
162.185820160,1
162.191034880,0
162.691646240,1
162.695387520,0
163.196165120,1
163.199991360,0
163.700704320,1
163.704448800,0
164.205155200,1
164.212013120,0
164.712723680,1
164.716641120,0
165.217351200,1
165.221177440,0
165.721925120,1
165.725735200,0
166.226433920,1
166.227214240,0
166.727674720,1
166.731598080,0
167.232146880,1
167.236794240,0
167.737282400,1
167.741322080,0
168.241876000,1
168.245976960,0
168.746529760,1
168.750594400,0
169.251139680,1
169.255303040,0
169.755910080,1
169.759952960,0
170.260498080,1
170.264473920,0
170.765022880,1
170.768973760,0
171.269515840,1
171.274243040,0
171.774737120,1
171.777687680,0
172.278152320,1
172.281709440,0
172.782195360,1
172.785122560,0
173.285605600,1
173.288582880,0
173.789058080,1
173.791999200,0
174.292469440,1
174.295420160,0
174.795893440,1
174.798825120,0
175.299288960,1
175.302228480,0
175.802786080,1
175.805702880,0
176.306186400,1
176.313088480,0
176.813671040,1
176.817712640,0
177.318419200,1
177.323254400,0
177.823843040,1
177.827969760,0
178.328538240,1
178.332581440,0
178.833139360,1
178.837174560,0
179.337739200,1
179.341782080,0
179.842364160,1
179.846405280,0
180.346980320,1
180.351095520,0
180.851660480,1
180.855699520,0
181.356292480,1
181.361092800,0
181.861772320,1
181.865562720,0
182.366256320,1
182.370336640,0
182.871036640,1
182.874957760,0
183.375665920,1
183.379541280,0
183.880227200,1
183.884286560,0
184.384996640,1
184.388890560,0
184.889566720,1
184.893559040,0
185.394262880,1
185.398157760,0
185.898885760,1
185.902807040,0
186.403505760,1
186.408250240,0
186.908694080,1
186.911670400,0
187.412137600,1
187.415221440,0
187.915683840,1
187.918597280,0
188.419075680,1
188.421978400,0
188.922445600,1
188.925359360,0
189.425852480,1
189.428752160,0
189.929195680,1
189.932137280,0
190.432623840,1
190.435522080,0
190.935984640,1
190.938889440,0
191.439596800,1
191.443646880,0
191.944453440,1
191.948769600,0
192.449611200,1
192.455252160,0
192.955937600,1
192.959989760,0
193.460685600,1
193.464710240,0
193.965378080,1
193.969298400,0
194.469998400,1
194.473997920,0
194.974740640,1
194.978728160,0
195.479439680,1
195.483619040,0
195.984307840,1
195.988825120,0
196.489687360,1
196.494014080,0
196.994874560,1
196.998875040,0
197.499587680,1
197.505669440,0
198.006395680,1
198.010649120,0
198.511441440,1
198.515600800,0
199.016173920,1
199.020882880,0
199.521440320,1
199.525449920,0
200.026008640,1
200.029961280,0
200.530507040,1
200.534422720,0
201.035004480,1
201.041224640,0
201.542032800,1
201.547224320,0
202.047645920,1
202.050462400,0
202.550795200,1
202.553816480,0
203.054228000,1
203.057062720,0
203.557504480,1
203.560292320,0
204.060763680,1
204.063673760,0
204.564129440,1
204.567062720,0
205.067535680,1
205.070487360,0
205.570963520,1
205.573863520,0
206.074413920,1
206.079920480,0
206.580288000,1
206.584242560,0
207.085114560,1
207.090770080,0
207.591598400,1
207.595351520,0
208.096247360,1
208.100199680,0
208.600767200,1
208.604591200,0
209.105167680,1
209.109115680,0
209.609681760,1
209.613686880,0
210.114254880,1
210.118549280,0
210.619134720,1
210.623057440,0
211.123636320,1
211.131154880,0
211.631746240,1
211.635562560,0
212.137134240,1
212.140366240,0
212.641503520,1
212.645188480,0
213.146111360,1
213.149860320,0
213.650621920,1
213.654438560,0
214.155204000,1
214.159072640,0
214.659791520,1
214.663695520,0
215.164416000,1
215.168317600,0
215.669039520,1
215.672856640,0
216.173547360,1
216.181026880,0
216.681460320,1
216.685459360,0
217.186212000,1
217.190648800,0
217.691222880,1
217.695172960,0
218.195729600,1
218.199809440,0
218.700374240,1
218.704345120,0
219.204900160,1
219.208962880,0
219.709520960,1
219.713446720,0
220.214006080,1
220.217855680,0
220.718409760,1
220.722312160,0
221.222880960,1
221.230279040,0
221.730756160,1
221.733703840,0
222.234300480,1
222.237529440,0
222.738088000,1
222.740936480,0
223.241479840,1
223.244370400,0
