Time [s],Channel 1,Channel 2
139.031915840,0,1
139.032083040,0,0
139.532068640,1,0
139.532279200,1,1
140.032267040,0,1
140.032450080,0,0
140.532438720,1,0
140.532652000,1,1
141.032685440,0,1
141.032887680,0,0
141.532877280,1,0
141.533075360,1,1
142.033078720,0,1
142.033269760,0,0
142.533257120,1,0
142.533443840,1,1
143.033436800,0,1
143.033591040,0,0
143.533580960,1,0
143.533781280,1,1
144.033789600,0,1
144.033986080,0,0
144.533976960,1,0
144.534204960,1,1
145.034199040,0,1
145.034354400,0,0
145.534342400,1,0
145.534545440,1,1
146.034539840,0,1
146.034736960,0,0
146.534733600,1,0
146.534933440,1,1
147.034925760,0,1
147.035096160,0,0
147.535080960,1,0
147.535278080,1,1
148.035265280,0,1
148.035457760,0,0
148.535448160,1,0
148.535645760,1,1
149.035642400,0,1
149.035815680,0,0
149.535803680,1,0
149.536001440,1,1
150.035979200,0,1
150.036153600,0,0
150.536141760,1,0
150.536466720,1,1
151.036340320,0,1
151.036530080,0,0
151.536523680,1,0
151.536730240,1,1
152.036723840,0,1
152.036917600,0,0
152.536910560,1,0
152.537105280,1,1
153.037092000,0,1
153.037248800,0,0
153.537238400,1,0
153.537435680,1,1
154.037437440,0,1
154.037620960,0,0
154.537608640,1,0
154.537814080,1,1
155.037787520,0,1
155.037943680,0,0
155.537932480,1,0
155.538154400,1,1
156.038168000,0,1
156.038356640,0,0
156.538355840,1,0
156.538553280,1,1
157.038537440,0,1
157.038693280,0,0
157.538682560,1,0
157.538875040,1,1
158.038858240,0,1
158.039012800,0,0
158.539006880,1,0
158.539203840,1,1
159.039196320,0,1
159.039366400,0,0
159.539360640,1,0
159.539572960,1,1
160.039540960,0,1
160.039696480,0,0
160.539683040,1,0
160.539891200,1,1
161.039884960,0,1
161.040077600,0,0
161.540069440,1,0
161.540271840,1,1
162.040256480,0,1
162.040431200,0,0
162.540424480,1,0
162.540623200,1,1
163.040607040,0,1
163.040759360,0,0
163.540752640,1,0
163.540960640,1,1
164.040943520,0,1
164.041110880,0,0
164.541107520,1,0
164.541328160,1,1
165.041298080,0,1
165.041452160,0,0
165.541445120,1,0
165.541649280,1,1
166.041650720,0,1
166.041836640,0,0
166.541836960,1,0
