Time [s],Channel 1,Channel 2
155.785246240,1,0
155.785531200,1,1
156.285737920,0,1
156.286081280,0,0
156.786273920,1,0
156.786570080,1,1
157.286588000,0,1
157.286837760,0,0
157.787051840,1,0
157.787315360,1,1
158.287625600,0,1
158.287882240,0,0
158.787959840,1,0
158.788158560,1,1
159.288449120,0,1
159.288687200,0,0
159.788986400,1,0
159.789169280,1,1
160.289274720,0,1
160.289505760,0,0
160.789756960,1,0
160.789973600,1,1
161.290241280,0,1
161.290479680,0,0
161.790554720,1,0
161.790767680,1,1
162.291055680,0,1
162.291290400,0,0
162.791401920,1,0
162.791660480,1,1
163.291628960,0,1
163.291875680,0,0
163.791898240,1,0
163.792124160,1,1
164.292156640,0,1
164.292409120,0,0
164.792360320,1,0
164.792520000,1,1
165.292617600,0,1
165.292793920,0,0
165.792870720,1,0
165.793033760,1,1
166.293114560,0,1
166.293296160,0,0
166.793319680,1,0
166.793476960,1,1
167.293573440,0,1
167.293748160,0,0
167.794030400,1,0
167.794260320,1,1
168.294323680,0,1
168.294543840,0,0
168.794833760,1,0
168.795040960,1,1
169.295328160,0,1
169.295578720,0,0
169.795693600,1,0
169.795968320,1,1
170.296143520,0,1
170.296438240,0,0
170.796617600,1,0
170.796916960,1,1
171.296919200,0,1
171.297228000,0,0
171.797411040,1,0
171.797702880,1,1
172.297902880,0,1
172.298209440,0,0
172.798225280,1,0
172.798511840,1,1
173.298703520,0,1
173.299014240,0,0
173.799224800,1,0
173.799516960,1,1
174.299570080,0,1
174.299871680,0,0
174.800071840,1,0
174.800371520,1,1
175.300561440,0,1
175.300869760,0,0
175.800854080,1,0
175.801137280,1,1
176.301328000,0,1
176.301653120,0,0
176.801699520,1,0
176.801985120,1,1
177.301983360,0,1
177.302299040,0,0
177.802504320,1,0
177.802753120,1,1
178.302976800,0,1
178.303292480,0,0
178.803282560,1,0
178.803569760,1,1
179.303580000,0,1
179.303885760,0,0
179.803884320,1,0
179.804098080,1,1
180.304189760,0,1
180.304405440,0,0
180.804484160,1,0
180.804693760,1,1
181.304782560,0,1
181.305010080,0,0
181.805084960,1,0
181.805295200,1,1
182.305394560,0,1
182.308126240,0,0
182.805694720,1,0
182.805921120,1,1
183.306000640,0,1
183.306234080,0,0
183.806323360,1,0
183.806527680,1,1
184.306618560,0,1
184.306844160,0,0
184.806927200,1,0
184.807227360,1,1
185.307230880,0,1
185.307586560,0,0
185.807587360,1,0
185.807884160,1,1
186.307893280,0,1
186.308205600,0,0
186.808205280,1,0
186.808491840,1,1
187.308508800,0,1
187.308859680,0,0
187.808832320,1,0
187.809149280,1,1
188.309138400,0,1
188.309424160,0,0
188.809464160,1,0
188.809746240,1,1
189.309759200,0,1
189.310077280,0,0
189.810067040,1,0
189.810360960,1,1
190.310377440,0,1
190.310687200,0,0
190.810668480,1,0
190.810954080,1,1
191.310951200,0,1
191.311261440,0,0
191.811289760,1,0
191.811575040,1,1
192.311571360,0,1
192.311910560,0,0
192.811808800,1,0
192.812063680,1,1
193.311982240,0,1
193.312203520,0,0
193.812154560,1,0
193.812383520,1,1
194.312319360,0,1
194.312564800,0,0
194.812486080,1,0
194.812644480,1,1
195.312652160,0,1
195.312820800,0,0
195.812811360,1,0
195.812974240,1,1
