Start Time [s],End Time [s],Duration [s]
5.19986448,5.2001144,0.00024992000000079173
5.700124,5.70042576,0.0003017600000001508
6.20039472,6.20066592,0.00027119999999936084
6.70067888,6.70092896,0.00025007999999981934
7.20085504,7.20111504,0.00025999999999992696
7.70113088,7.70139184,0.00026096000000030983
8.20157904,8.20188352,0.00030448000000049547
8.70203648,8.7023312,0.00029471999999941545
9.2024808,9.20278848,0.0003076800000005875
9.70293744,9.70324096,0.00030352000000100077
10.2034624,10.20376288,0.00030047999999993635
10.70374,10.70404304,0.00030304000000036524
11.20423712,11.20455712,0.00032000000000032003
11.70464048,11.70494144,0.0003009600000005719
12.20496752,12.2052776,0.0003100800000002124
12.70522064,12.70548192,0.0002612800000001414
13.20540736,13.2056688,0.000261439999999169
13.70561536,13.70587312,0.0002577600000002178
14.20580272,14.20603024,0.00022752000000103578
14.70598032,14.7061496,0.00016927999999971632
15.20616368,15.20633168,0.00016800000000039006
15.70634432,15.70651632,0.00017200000000094917
16.20652448,16.20670496,0.00018048000000092657
16.7067056,16.70687552,0.0001699200000011558
17.20687936,17.207056,0.00017664000000294777
17.70713168,17.70736016,0.00022848000000053048
18.20744256,18.20766896,0.00022639999999896077
18.70774848,18.70796816,0.00021968000000072152
19.20805408,19.20825296,0.00019887999999923522
19.7083776,19.70868704,0.00030944000000232563
20.20872864,20.20902672,0.00029808000000031143
20.70902096,20.70932208,0.0003011199999995995
21.20931648,21.20963776,0.00032128000000142265
21.70966304,21.70997904,0.0003160000000015373
22.20997728,22.21029648,0.00031919999999985293
22.71023152,22.710488,0.00025648000000089155
23.21041632,23.21067168,0.0002553600000005929
23.710604,23.71086176,0.0002577600000002178
24.21080864,24.2110088,0.0002001599999985615
24.71097936,24.71122,0.00024064000000123542
25.21118096,25.21142992,0.00024896000000040885
25.71134848,25.71160032,0.0002518399999971166
26.2115168,26.2117984,0.00028160000000099217
26.71172656,26.71198704,0.00026048000000145066
27.21192368,27.21219536,0.00027167999999733183
27.71220592,27.71253824,0.00033232000000182893
28.21257008,28.21288832,0.0003182400000021346
28.71289328,28.71320672,0.00031343999999933203
29.2132032,29.2134216,0.00021840000000139526
29.71345312,29.71375248,0.0002993599999996377
30.21379792,30.2141032,0.0003052799999991862
30.71409184,30.71439232,0.00030048000000348907
31.21439168,31.2147528,0.00036112000000088074
31.71470048,31.71501872,0.0003182399999985819
32.21504768,32.21536336,0.00031567999999992935
32.71535024,32.71566624,0.00031599999999798456
33.2156504,33.21597888,0.0003284800000002974
33.7159352,33.71623552,0.00030032000000090875
34.216216,34.21653328,0.0003172799999973108
34.71650192,34.71671776,0.00021584000000274273
35.21678688,35.21700368,0.00021679999999690835
35.71705296,35.71726688,0.00021392000000020062
36.21732976,36.21758,0.0002502399999997351
36.7176768,36.71792032,0.00024351999999794316
37.21805056,37.21828544,0.00023488000000071452
37.71841136,37.71865872,0.0002473600000030274
38.21879264,38.21902368,0.00023104000000273572
38.71909824,38.71931696,0.00021871999999945047
39.21939376,39.21963104,0.00023728000000033944
39.71970832,39.7199976,0.00028927999999694975
40.21999472,40.2202944,0.0002996799999976929
40.72027952,40.72060928,0.0003297599999996237
41.2206216,41.22094688,0.00032527999999842905
41.72093072,41.72124768,0.0003169599999992556
42.22124896,42.22156352,0.0003145599999996307
42.72152464,42.72181184,0.00028720000000248547
43.22181536,43.22213104,0.00031567999999992935
43.72210288,43.72239296,0.0002900799999991932
44.22238768,44.2227096,0.0003219200000046385
44.72269792,44.7229432,0.00024528000000145767
45.22296656,45.22325936,0.00029279999999687334
45.7232288,45.72353136,0.00030256000000150607
46.22350992,46.2238376,0.0003276800000051594
46.72389504,46.7241936,0.00029855999999739424
47.22426128,47.2245912,0.0003299199999986513
47.72455712,47.7248176,0.00026048000000145066
48.22476416,48.22502064,0.00025647999999733884
48.72497696,48.72522944,0.00025248000000033244
49.22519184,49.22544784,0.000256000000000256
49.72536944,49.72554592,0.00017648000000036745
50.22552336,50.22576288,0.00023952000000093676
50.72569728,50.72594352,0.0002462400000027287
51.22586976,51.22614192,0.0002721600000015201
51.72605456,51.72630368,0.00024911999999943646
52.22623568,52.22649536,0.0002596799999992072
52.72649936,52.72680528,0.00030592000000240205
53.22680928,53.22712656,0.00031728000000441625
53.72711936,53.7274072,0.0002878399999985959
54.22740752,54.22772304,0.00031552000000090175
54.7277008,54.72799584,0.00029503999999747066
55.22799296,55.22824624,0.00025327999999547046
55.72832208,55.72861648,0.00029440000000136024
56.22862464,56.22893504,0.0003104000000035967
56.72892656,56.72922288,0.00029632000000390235
57.22927504,57.22959328,0.0003182400000056873
57.72954912,57.72980384,0.00025472000000092976
58.22976256,58.23000944,0.00024688000000594457
58.72996608,58.73022,0.00025392000000579174
59.230172,59.23043264,0.00026063999999337284
59.73037792,59.7305424,0.0001644799999951374
60.23058016,60.23072896,0.0001487999999980616
60.73074784,60.73091088,0.00016304000000388896
61.23091968,61.23109456,0.00017488000000298598
61.73109696,61.7312624,0.00016543999999640846
62.2312728,62.2314488,0.00017600000000328464
62.7315152,62.73186448,0.0003492800000017837
63.2318256,63.23205408,0.00022847999999697777
63.73224688,63.73247024,0.0002233599999996727
64.2325672,64.23279024,0.00022303999999451207
64.73287232,64.73316096,0.00028864000000794476
65.23318208,65.23342,0.00023791999998934443
65.7337096,65.73399456,0.00028496000000188815
66.23399568,66.23430656,0.00031087999998646865
66.73429232,66.73459472,0.0003024000000095839
67.23466896,67.23497728,0.00030832000000202697
67.73494768,67.73519376,0.0002460799999965957
68.23516384,68.235424,0.00026015999999629
